categorie,designation,unite,prix_bas,prix_moyen,prix_haut,source,notes,groupe_variante,est_defaut
Menuiserie,Bloc-porte interieur fourniture+pose (huisserie+serrure),u,150,350,600,Ootravaux.fr / Renovation-Dany.fr,Estimation marche TTC bloc-porte standard 83x204cm huisserie+serrure,,0
Menuiserie,Porte de garage motorisee fourniture+pose,u,1000,1800,3000,Prix-pose.com / Travaux.com,Estimation marche TTC porte sectionnelle motorisee standard,,0
Menuiserie,Fenetre PVC standard (dimensions courantes jusqu'a 1.8m2) fourniture+pose,u,350,550,850,Ootravaux.fr / Hellowatt.fr,Estimation marche TTC fenetre PVC double vitrage env 1x1.2m pose en renovation,fenetre_standard,1
Menuiserie,Fenetre alu standard (jusqu'a 1.8m2) fourniture+pose,u,550,850,1200,Travaux.com / Tryba.com,Estimation marche TTC fenetre alu 2 vantaux env 1.2x1.2m fourniture+pose,fenetre_standard,0
Menuiserie,Fenetre bois 2 vantaux petite (moins de 1.8m2) fourniture+pose,u,650,950,1400,Travaux.com / Ootravaux.fr,Estimation marche TTC fenetre bois pin/sapin 2 vantaux env 1x1.2m,fenetre_standard,0
Menuiserie,Fenetre PVC grande dimension / hors standard (fabrication sur mesure) fourniture+pose,u,850,1200,1700,Prix-pose.com / Lamaisonsaintgobain.fr,Estimation marche TTC fenetre PVC sur mesure grande dimension,,0
Menuiserie,Fenetre de toit / Velux fourniture+pose (avec raccord etancheite),u,700,1200,2300,Travaux.com / Velux.fr,Estimation marche TTC fenetre de toit standard avec raccord etancheite,,0
Menuiserie,Porte-fenetre PVC 1 vantail battant fourniture+pose,u,400,750,1150,Travaux.com / Allofenetre.com,Estimation marche TTC porte-fenetre PVC 1 vantail largeur jusqu'a 110cm,,0
Menuiserie,Baie vitree coulissante PVC 2 a 3 vantaux fourniture+pose,u,950,1800,3000,Prix-pose.com / Fenetreavenue.com,Estimation marche TTC baie coulissante PVC standard 215x240cm,,0
Volets,Volet roulant PVC motorise fourniture+pose,u,250,450,700,Travaux.com / Trust-fenetre.com,Estimation marche TTC volet roulant PVC electrique standard,volets,1
Volets,Volet alu motorise fourniture+pose,u,430,600,900,Prix-pose.com / Ootravaux.fr,Estimation marche TTC volet roulant alu motorise,volets,0
Volets,Volet bois battant la paire fourniture+pose,pair,200,350,600,Travaux.com / Prix-pose.com,Estimation marche TTC paire volets battants bois,volets,0
Escalier,Escalier bois standard fourniture+pose,u,1000,1600,2900,Prix-pose.com / Lobservatoiredespros.com,Estimation marche TTC escalier bois droit sapin/hetre tout compris,,0
Escalier,Escalier metal/acier fourniture+pose,u,2000,3950,6000,Prix-pose.com / Klatem.fr,Estimation marche TTC escalier acier standard tout compris,,0
Escalier,Escalier sur mesure haut de gamme (bois-metal formes complexes),u,4000,8000,15000,Klatem.fr / Lbcharue-scierie.fr,Estimation marche escalier sur mesure haut de gamme pose comprise,,0
Escalier,Renovation / habillage escalier existant (marches+contremarches+rampe),forfait,1000,3000,5000,Habitatpresto.com / Renovbox.com,Estimation marche TTC renovation par habillage marches+contremarches+rampe,,0
Serrurerie,Garde-corps / rampe escalier metallique fourniture+pose,ml,100,250,500,Travaux.com / Inoxdesign.fr,Estimation marche garde-corps escalier fer forge/metal fourniture+pose au ml,,0
Cuisine,Cuisine kitchenette compacte studio/T1 (meubles+plan de travail+electromenager basique) forfait tout compris,forfait,1800,3200,4500,Travaux.com/Prix-Pose,Estimation marche TTC fourniture+pose entree de gamme compacte,cuisine_gamme,0
Cuisine,Cuisine equipee standard (meubles+plan de travail hors electromenager),forfait,3500,7000,11000,Travaux.com/Hemea,Estimation marche TTC hors electromenager gamme milieu,cuisine_gamme,1
Cuisine,Cuisine equipee haut de gamme (meubles+plan de travail+electromenager complet),forfait,12500,18000,25000,Hemea/Travaux.com,Estimation marche TTC tout compris haut de gamme,cuisine_gamme,0
Sanitaire,Salle de bain complete (douche+vasque+WC+evac/alim hors carrelage),forfait,4000,7500,12000,Hemea/Ootravaux,Estimation marche TTC hors carrelage/faience sur base 5m2,,0
Sanitaire,Douche complete (cabine quart de rond) fourniture+pose,u,600,1400,2000,Hemea/Ootravaux,Estimation marche TTC douche classique a italienne,,0
Sanitaire,Vasque simple + robinetterie posee,u,250,450,700,Ootravaux,Estimation marche vasque + robinetterie,,0
Sanitaire,Vasque double + robinetterie posee,u,500,850,1300,Ootravaux/Hemea,Estimation marche - extrapolation vs vasque simple - source indirecte,,0
Sanitaire,Baignoire + robinetterie posee,u,600,1200,2200,Ootravaux/Hemea,Estimation marche baignoire standard a acrylique haut de gamme,,0
Sanitaire,WC complet pose (pack a poser),u,250,500,900,Ootravaux,Estimation marche WC fixe/suspendu,,0
Couvreur,Pose toiture bac acier isole (fourniture + pose complete),m2,60,110,200,Habitatpresto/Nimea Studio/Ootravaux,Estimation marche panneau sandwich isole pose,,0
Couvreur,Desamiantage + depose toiture fibro-ciment (avec evacuation specialisee),m2,35,50,65,Pro-Amiante/Habitatpresto,Estimation marche retrait+evacuation dechets amiante hors diagnostic,,0
Couvreur,Couverture tuiles (depose + pose neuve fourniture+pose),m2,40,75,150,Ootravaux,Estimation marche tuile canal a tuile plate avec depose,,0
Couvreur,Reparation ponctuelle / recherche de fuite toiture,forfait,200,450,900,Ootravaux/Habitatpresto,Estimation marche intervention ponctuelle recherche de fuite,,0
Isolation,Isolation combles perdus (soufflee),m2,20,35,54,La Prime Energie/Engie/Quelle Energie,Estimation marche laine de roche ou ouate de cellulose RGE,,0
Couvreur,Traitement preventif charpente (pulverisation),m2,5,15,30,Ootravaux/Travaux.com,Estimation marche badigeonnage/pulverisation preventif,,0
Couvreur,Traitement curatif charpente (injection - garantie 10 ans),m2,30,40,50,Travaux.com/Mieuxrenover,Estimation marche traitement xylophages par injection garanti 10 ans,,0
Couvreur,Reparation / renfort ponctuel de charpente,forfait,800,2000,4000,Ootravaux/Travaux.com,Estimation marche intervention localisee hors refection complete,,0
Couvreur,Refection complete charpente traditionnelle,m2,80,110,150,Travaux.com/Prix-Pose,Estimation marche refection integrale bois massif,,0
Couvreur,Refection complete charpente fermette industrielle,m2,50,85,120,Prix-Pose/Travaux.com,Estimation marche fermette industrielle pose comprise,,0
Couvreur,Echafaudage (forfait chantier hauteur R+1),forfait,600,1200,2000,Travaux.com/Ootravaux/ENCD,Estimation marche montage+location 2-3 semaines maison R+1,,0
Facade,Ravalement de facade (enduit fourniture+pose),m2,42,65,90,Ootravaux/Anah,Estimation marche enduit gratte/taloche hors piquage lourd,,0
Exterieur,Terrasse bois composite posee (structure+lames),m2,200,240,270,PrixDevisTravaux/Neowood,Estimation marche fourniture+pose lambourdage inclus,,0
Exterieur,Terrasse dallage / carrelage exterieur posee,m2,50,90,160,Allocarrelage/Ilovedevis,Estimation marche dalles sur plots a carrelage colle,,0
Exterieur,Cloture composite ou PVC posee (hauteur standard ~1.5m),ml,100,140,180,Ootravaux/Prix-Pose,Estimation marche fourniture+pose composite ou PVC,,0
Exterieur,Portillon pieton fourniture+pose,u,250,450,700,Tafsquare/La Cloture Francaise,Estimation marche portillon assorti a la cloture - source indirecte,,0
Exterieur,Portail motorise fourniture+pose+motorisation,u,1800,3200,4800,Travaux.com/Tafsquare,Estimation marche portail PVC/alu + motorisation + pose - source indirecte,,0
Paysagiste,Engazonnement / espaces verts (forfait),forfait,600,1500,3000,Travaux.com/Prix-Pose,Estimation marche semis a plaques sur 100-150m2 avec preparation sol - source indirecte,,0
Terrassement,Terrassement / VRD general (acces reseaux),forfait,1500,4000,8000,Devis.guide/Artisandubatiment,Estimation marche tranchees VRD et acces reseaux hors assainissement complet - source indirecte,,0
Terrassement,Terrassement general pour assise de batiment (deblai/remblai),m2,30,43,65,Nimea Studio/Illico-travaux,Estimation marche - Construction neuve - deblai remblai hors enrochement,,0
Maconnerie,Fouilles + fondations filantes beton arme maison individuelle,ml,100,140,180,Travaux.com/Tison Construction/STP Terrassement,Estimation marche - Construction neuve - semelle filante hors etude de sol G2,,0
Maconnerie,Dalle/radier beton sur terre-plein isole,m2,90,140,200,Prix-Pose/Travaux Beton,Estimation marche - Construction neuve - dalle isolee TTC fourniture+pose,,0
Maconnerie,Vide sanitaire complet parpaings+hourdis,m2,60,120,250,Travauxavenue/Prix-Pose,Estimation marche - Construction neuve - vide sanitaire complet,,0
Maconnerie,Murs porteurs parpaings en elevation complete,m2,70,110,200,Ootravaux/Travaux.com,Estimation marche - Construction neuve - mur porteur banche ou parpaing ferraille,,0
Couvreur,Charpente traditionnelle neuve complete,m2,80,115,150,Travaux.com/Prix-Pose,Estimation marche - Construction neuve - bois massif fourniture+pose distinct de la refection,,0
Couvreur,Couverture tuiles neuve complete avec zinguerie,m2,65,90,120,Ootravaux,Estimation marche - Construction neuve - tuile + zinguerie complete hors depose,,0
Isolation,Isolation thermique murs neufs RE2020,m2,90,120,150,Les-energies-renouvelables/HM Group,Estimation marche - Construction neuve - RE2020 ITE ou ITI,,0
Isolation,Isolation toiture neuve RE2020,m2,40,65,90,SOS-Isolation/Prix-Pose,Estimation marche - Construction neuve - isolation sous rampant RE2020,,0
Electricite,Electricite logement neuf complet (tableau+reseau+prises) au m2,m2,70,95,125,Ootravaux/Travaux.com,Estimation marche - Construction neuve - installation complete hors raccordement Enedis,,0
Plomberie,Plomberie neuve complete logement (au m2 habitable),m2,50,80,110,Travaux.com/Usineadesign,Estimation marche - Construction neuve - installation complete fourniture+pose,,0
Terrassement,Viabilisation raccordement eau/electricite/telecom terrain a batir,forfait,5000,9000,15000,Afedim/Prix-Pose/Celimo,Estimation marche - Construction neuve - hors assainissement collectif si deja en limite de propriete,,0
Couvreur,Raccord de zinguerie autour d'un conduit de cheminee,u,450,600,850,Estimation marche (extrapole depuis devis reels similaires 600EUR),Estimation marche - libelle exact requis par le code,,0
